PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
627,0,3,"Andersson, Mrs. Florence",female,,4,2,137225,8.42,,Q
628,1,1,"King, Mr. Benjamin",male,74.09823099839018,0,2,A/5 329569,84.12,,S
629,0,3,"Futrelle, Miss. Rose",female,13.70385001903062,0,1,105470,29.86,D102,S
630,0,1,"Robinson, Rev. Leonard",male,25.168130312047616,0,4,344686,3.3,C48,S
631,1,3,"Davis, Capt. John",male,,4,1,PC 143012,3.53,,Q
632,1,2,"Braund, Mr. Harold",male,,1,0,287629,38.9,,S
633,0,1,"Moubarek, Mr. Owen",male,31.891101340629707,0,2,368728,145.2,D12,S
634,0,3,"Wilson, Miss. Caroline",female,40.79650835628902,0,2,C.A. 241491,9.01,,Q
635,0,2,"Hewlett, Mr. Owen",male,4.483548348985707,0,2,337698,32.11,,S
636,0,2,"Heikkinen, Col. James",male,,0,0,C.A. 278331,25.44,,C
637,0,2,"Sloper, Mr. Henry",male,17.992186678690587,2,2,175124,40.5,,Q
638,0,3,"Dooley, Sir. Joseph",male,,0,3,193317,13.82,,Q
639,0,3,"Chapman, Mr. Arthur",male,43.20778339587544,0,0,334471,24.28,,S
640,0,2,"Jackson, Mr. Andrew",male,,3,0,253773,55.35,,S
641,0,3,"Bonnell, Miss. Clara",female,34.51316707166953,2,1,284112,19.58,,C
642,0,3,"Anderson, Mr. Frederick",male,41.28809288862829,4,0,181580,13.54,,S
643,0,2,"Bonnell, Mr. Arthur",male,35.9174642791115,1,3,173903,30.39,,S
644,0,2,"Anderson, Miss. Annie",female,24.7539354130436,1,0,180412,16.25,,S
645,0,1,"Rice, Mr. Samuel",male,27.28619764058918,2,1,306745,227.28,,S
646,1,1,"Anderson, Miss. Annie",female,,3,5,217383,94.8,,S
647,0,3,"Kelly, Mr. William",male,16.714436643578146,0,0,A/5 70893,10.0,,S
648,1,1,"Thomas, Miss. Charlotte",female,44.142125561135714,0,5,STON/O 311511,33.86,,S
649,1,3,"Futrelle, Mr. Ernest",male,33.88548199670852,2,0,276375,25.07,C87,S
650,0,3,"Martin, Miss. Florence",female,,2,0,142707,22.54,,S
651,0,1,"Clark, Miss. Emma",female,46.991200105956324,0,1,PC 227118,54.16,,S
652,0,3,"Rice, Mr. Thomas",male,27.958352173435138,1,0,209000,19.34,,S
653,0,2,"Jones, Miss. Agnes",female,27.05489554128995,2,0,83212,1.39,,S
654,1,3,"Chapman, Mr. Ernest",male,22.672882921942517,1,2,324894,15.03,,S
655,0,3,"Allen, Mr. James",male,34.67447162942606,1,1,A/5 99537,17.98,,S
656,0,3,"Martinez, Mr. Albert",male,34.172526570806966,3,5,15429,31.78,C51,S
657,0,3,"O'Brien, Mr. Samuel",male,20.03887909260635,0,6,378721,4.52,,S
658,0,1,"Davis, Rev. Arthur",male,27.123437331855698,1,0,332080,7.3,,S
659,1,3,"King, Dr. Frank",male,20.13576710647112,3,4,PC 38310,3.15,,S
660,0,3,"White, Mr. Leonard",male,19.47940741967539,8,1,200899,0.0,,C
661,0,3,"Garcia, Miss. Emma",female,4.616481439960719,0,0,100862,27.7,,S
662,1,3,"Rice, Mrs. Annie",female,26.351801321617447,5,2,314572,30.04,,Q
663,0,3,"Vestrom, Mr. Michael",male,5.017907641839834,4,6,PC 51255,16.52,,S
664,0,1,"Miller, Rev. Thomas",male,22.98917254807709,0,0,268553,157.28,,n
665,0,1,"Allen, Capt. Albert",male,,5,0,242310,92.04,,S
666,0,3,"Jones, Mr. William",male,44.95247833035126,5,0,271013,11.95,,S
667,0,2,"Allen, Mr. Charles",male,14.983445308510195,1,0,289102,16.67,,S
668,0,3,"Davis, Col. James",male,,0,4,228402,9.59,,S
669,0,3,"Carlsson, Mr. Frederick",male,24.1678999817222,0,5,27442,0.0,,S
670,0,2,"Garcia, Miss. Annie",female,21.287917053209746,2,1,288740,24.44,B77,S
671,0,1,"Wright, Mr. Albert",male,,0,0,SOTON/OQ 41524,81.58,,S
672,1,3,"Hall, Rev. William",male,13.190773090780517,4,5,147836,21.2,,S
673,0,2,"Graham, Rev. James",male,,0,4,A/5 168442,22.22,,C
674,0,3,"Hewlett, Mr. Samuel",male,34.51494611288389,0,2,PC 385903,11.21,,S
675,0,2,"Johnson, Mr. Charles",male,42.477158474109096,3,0,237481,9.67,,C
676,1,3,"Carlsson, Mr. Edward",male,24.18649743901205,1,0,CA 118450,13.79,,S
677,0,1,"Hill, Mr. Robert",male,1.8875557926950073,1,2,280100,128.29,,S
678,0,3,"Moubarek, Mr. Robert",male,27.52348878701018,1,3,CA 201658,0.42,,S
679,1,2,"Sloper, Mrs. Charlotte",female,49.304412904620364,0,2,381572,22.14,B8,S
680,1,3,"Allen, Miss. Martha",female,33.79171740774119,0,6,PC 365225,15.56,,S
681,1,1,"Futrelle, Mr. Henry",male,33.128059004219025,1,0,101025,40.92,E77,S
682,0,3,"Andersson, Mr. William",male,,8,1,185484,6.53,E130,S
683,0,3,"Lewis, Mr. Henry",male,12.797761940814361,0,0,322990,15.54,,Q
684,1,1,"Scott, Mr. Henry",male,29.961603905194437,2,1,316104,15.99,,S
685,1,1,"O'Brien, Mr. Alfred",male,9.017505626919586,1,2,348909,105.0,,Q
686,0,1,"Masselmani, Mr. Henry",male,41.0297522242564,0,2,SC/Paris 214083,30.28,,Q
687,0,3,"Braund, Mr. Richard",male,17.42362939143775,0,0,122280,24.69,,C
688,0,3,"White, Mr. Alfred",male,29.34246942939334,1,3,357691,38.72,,S
689,1,3,"Martin, Mr. William",male,2.3563796780634902,4,6,164522,3.53,,S
690,0,1,"Brown, Mrs. Laura",female,23.98987290756915,0,1,7861,116.05,,S
691,0,2,"Braund, Miss. Lillian",female,12.505022066612057,1,5,64888,11.55,T143,S
692,0,3,"Beesley, Ms. Bertha",female,0.5,1,1,PC 214596,24.45,,S
693,0,3,"Braund, Mr. Joseph",male,37.556710295376604,2,0,270209,0.0,,S
694,0,3,"Kelly, Dr. Alice",female,53.49681331682781,4,0,CA 165437,18.29,,S
695,0,1,"Cumings, Mr. Michael",male,46.07736704548722,1,0,189929,31.62,,S
696,0,3,"Rice, Ms. Annie",female,39.58451500360517,8,0,242540,10.72,D6,C
697,0,2,"Taylor, Mr. Samuel",male,,3,1,SOTON/OQ 92141,7.6,,S
698,0,2,"Heikkinen, Miss. Julia",female,41.38540831394348,2,3,247476,31.69,,S
699,0,3,"Jones, Mr. Joseph",male,47.44587137931906,2,0,365534,3.79,A75,C
700,0,3,"Hall, Miss. Mary",female,,0,1,352910,19.07,,S
701,0,3,"Braund, Miss. Emily",female,12.52677750147567,8,0,A/5 81141,9.21,B115,S
702,0,1,"Moubarek, Mr. George",male,22.45892767042512,0,0,SOTON/OQ 165909,77.13,,C
703,0,1,"Garcia, Rev. Samuel",male,54.389099081045075,4,6,308831,92.87,,S
704,0,3,"Jones, Mrs. Charlotte",female,28.616209561822586,1,0,35523,4.62,,S
705,0,3,"Miller, Mr. Owen",male,0.5,2,1,11514,15.31,,S
706,1,2,"Thompson, Mrs. Alice",female,,1,4,264246,40.89,E121,S
707,0,1,"Robinson, Mr. Joseph",male,23.545493804434017,0,0,373689,37.31,,S
708,1,1,"Lewis, Dr. Thomas",male,,4,0,109684,154.31,,S
709,0,3,"Wright, Mr. Richard",male,25.739725890099777,0,0,A/5 95937,29.48,,S
710,1,1,"Heikkinen, Col. Henry",male,44.98925899711227,1,4,CA 210272,35.03,,S
711,1,2,"King, Miss. Martha",female,22.070645873561407,2,0,114815,2.08,,C
712,0,1,"Robinson, Mr. Joseph",male,1.2177584275836075,0,2,128602,102.12,E78,S
713,0,2,"Moore, Mr. Benjamin",male,22.57236320032777,1,0,288714,13.88,F18,C
714,0,1,"O'Brien, Mr. Benjamin",male,34.70170252242113,1,0,302517,196.12,,S
715,0,3,"Wilson, Mr. William",male,33.49828006544904,1,1,A/5 279187,13.38,,C
716,1,1,"Young, Mrs. Laura",female,11.500937635778783,5,1,198008,35.87,F24,S
717,1,3,"Thompson, Miss. Emily",female,24.6076550738454,4,0,135484,0.38,,S
718,1,1,"Scott, Mr. George",male,,2,1,265019,149.39,C84,S
719,0,3,"Moran, Mrs. Bertha",female,11.817602018695286,0,6,W./C. 399968,6.72,,C
720,1,3,"O'Brien, Mrs. Laura",female,39.28048921972436,8,4,395569,13.48,,S
721,1,3,"Johnson, Major. Thomas",male,,0,0,STON/O 277835,23.51,,S
722,0,3,"King, Miss. Agnes",female,42.224981456260096,1,4,11794,7.67,,S
723,0,2,"White, Mr. Edward",male,16.761281842267522,4,1,W./C. 339074,20.4,E47,C
724,1,2,"Green, Mr. Albert",male,35.53027974394263,0,0,42708,20.78,,S
725,0,3,"Hewlett, Miss. Charlotte",female,,0,0,PC 175469,20.52,C6,S
726,1,3,"Dooley, Dr. William",male,33.917365602562256,1,3,284496,19.5,,S
727,0,3,"Sloper, Mrs. Laura",female,16.52457071174915,1,4,W./C. 237668,10.58,,S
728,1,3,"Wright, Mrs. Ellen",female,19.33180134698393,1,0,308143,13.7,,Q
729,0,3,"Martinez, Mr. Edward",male,,1,0,310423,8.91,,C
730,0,3,"Young, Miss. Helen",female,23.459410592243266,0,1,55213,0.0,,S
731,0,1,"Wilson, Rev. Peter",male,35.21553099913651,2,1,239697,99.46,,S
732,1,3,"Allen, Mr. Alfred",male,26.93280087967141,8,1,140565,33.81,B105,C
733,1,3,"Hewlett, Mr. James",male,30.678658378085487,0,0,SOTON/OQ 396979,3.28,,S
734,0,1,"Jones, Mrs. Helen",female,36.153753834624325,2,0,PC 326899,37.62,D100,Q
735,0,3,"Rice, Mr. John",male,,1,0,280078,3.42,,S
736,1,1,"Cumings, Mr. Andrew",male,15.257278102974276,1,4,170251,127.48,C30,S
737,0,3,"Miller, Miss. Elizabeth",female,,0,0,SC/Paris 61561,17.93,,S
738,1,1,"Young, Lady. Helen",female,47.02951810758482,4,1,390303,74.49,D53,S
739,0,2,"Jones, Miss. Clara",female,31.38450971910997,5,1,27751,9.07,,Q
740,0,3,"Moore, Mr. Henry",male,17.44897242554813,0,0,57572,14.02,,S
741,0,2,"O'Brien, Mr. Alfred",male,35.52262882162192,1,4,PC 298345,0.66,,C
742,0,3,"Nasser, Mr. Frederick",male,,1,0,289514,14.58,,S
743,1,3,"Nasser, Miss. Julia",female,37.23998659906825,2,0,259245,22.59,,C
744,0,3,"King, Mr. Harold",male,15.521360594616358,1,0,388902,0.0,,S
745,0,1,"Carlsson, Mr. Ernest",male,19.805330582854523,2,1,80468,0.0,,C
746,1,2,"Jackson, Miss. Agnes",female,19.88597636238833,0,1,71793,41.53,,S
747,0,1,"King, Mr. Ernest",male,,5,0,SOTON/OQ 112672,47.29,,C
748,0,3,"Williams, Mrs. Helen",female,37.51432818458415,0,6,121902,25.5,,S
749,1,3,"Miller, Mrs. Lillian",female,,0,2,W./C. 144953,11.31,,S
750,1,3,"Nasser, Mrs. Anna",female,35.140645878778855,5,2,370153,11.22,,C
751,0,3,"Thomas, Mr. Joseph",male,49.33327756438709,3,2,CA 239634,17.82,,S
752,1,3,"Sloper, Dr. Albert",male,39.68891852112863,0,0,C.A. 48013,3.28,D92,S
753,1,3,"Miller, Mrs. Margaret",female,27.64387643755673,0,1,PC 195692,14.46,,S
754,0,1,"Martin, Miss. Ellen",female,12.533664947238755,2,0,79113,61.11,,S
755,0,3,"Carlsson, Miss. Helen",female,19.33906837717238,0,2,36282,0.0,B26,S
756,1,1,"Allen, Mr. Alfred",male,25.90527651866571,8,6,287268,104.25,,S
757,1,3,"Walker, Mrs. Emma",female,41.72238249637365,8,0,324671,10.1,,S
758,0,3,"Jones, Miss. Sarah",female,29.303686955461647,2,6,PC 97651,11.27,,S
759,1,3,"Carlsson, Mrs. Jane",female,20.185158654117572,0,5,12345,0.0,,S
760,1,1,"Jackson, Miss. Lillian",female,,3,0,393573,179.48,,C
761,0,2,"Johnson, Mrs. Jessie",female,28.69111597064222,1,0,366837,32.4,,S
762,0,2,"McCarthy, Mr. Richard",male,,1,0,78514,33.53,,S
763,0,2,"Hall, Mr. Albert",male,,8,0,PC 189726,17.03,,S
764,1,1,"Davis, Mr. Henry",male,26.71635532856982,5,1,373428,0.0,D89,S
765,0,3,"Garcia, Mr. Michael",male,29.051223878942327,2,0,C.A. 181645,34.48,,S
766,0,3,"Chapman, Rev. Daniel",male,12.097845260717946,3,0,143832,12.33,,S
767,1,2,"Allen, Mr. Frank",male,57.81829225194226,0,0,288906,11.27,,S
768,1,2,"Thomas, Mr. Peter",male,9.385458846736782,5,2,172172,26.42,,S
769,0,2,"Scott, Mr. Ernest",male,46.68910352081798,2,1,14877,36.17,,S
770,1,3,"Harris, Mr. Benjamin",male,24.402628681319175,0,0,109443,12.75,,C
771,0,3,"Garcia, Miss. Laura",female,21.00918583931537,2,1,116074,27.06,,S
772,1,3,"Hill, Miss. Charlotte",female,13.604948207654061,0,0,PC 397474,24.91,,S
773,0,3,"Futrelle, Col. Owen",male,64.64570541640343,8,1,155030,1.16,,S
774,0,3,"Young, Miss. Helen",female,32.91162853753672,0,4,278919,5.59,,S
775,1,3,"Walker, Mr. Thomas",male,30.00856633800892,0,0,166279,23.53,,C
776,0,1,"Taylor, Mr. Alexander",male,42.55761921354086,1,0,263199,0.0,,Q
777,0,3,"King, Mr. Edward",male,20.26292547836553,4,1,164945,11.36,D34,S
778,1,1,"McCarthy, Mr. Alfred",male,29.726766350849584,8,0,198277,0.0,,S
779,1,3,"Walker, Miss. Lillian",female,,1,5,A/5 34734,7.76,,S
780,1,2,"Bonnell, Miss. Elizabeth",female,,1,3,143728,17.12,,C
781,1,3,"Anderson, Mr. Charles",male,47.09475214819575,3,0,279637,9.06,,Q
782,0,3,"Beesley, Mr. Joseph",male,26.52951103330939,1,1,324923,6.93,,S
783,0,3,"Davis, Mr. David",male,7.179585226151971,8,4,384331,0.93,,S
784,0,3,"Sloper, Mr. Owen",male,25.32828822894733,2,1,CA 17940,38.21,,S
785,0,2,"Hill, Col. Alexander",male,33.31309073985151,0,0,STON/O 99408,45.28,,S
786,1,1,"Cumings, Mr. Andrew",male,16.74434810862968,2,0,50297,14.28,,S
787,0,2,"Brown, Miss. Jane",female,17.888375499028633,2,1,20622,41.57,E44,S
788,0,1,"Heikkinen, Countess. Laura",female,21.77924394717241,1,5,147479,60.03,,S
789,0,3,"Johnson, Mr. Albert",male,,0,0,94190,14.42,F22,S
790,1,2,"Hall, Miss. Marie",female,,2,0,218984,20.18,D81,S
791,0,3,"Braund, Mr. Ernest",male,50.42219676898995,0,2,263630,5.74,,S
792,0,3,"Andersson, Mr. Alfred",male,20.783218646849132,1,1,244876,23.82,,S
793,0,3,"Braund, Mr. Ernest",male,34.412704975719855,1,0,A/5 227009,14.38,,S
794,0,1,"Hewlett, Mr. Daniel",male,23.229481223813607,4,3,327983,55.41,D59,C
795,0,3,"Walker, Miss. Emma",female,40.63420596921185,1,0,PC 46853,0.0,,C
796,1,3,"Harris, Mr. Samuel",male,,1,0,335523,3.17,A90,S
797,1,3,"Young, Mr. James",male,40.471462453869854,5,5,CA 44209,0.0,,S
798,0,3,"Graham, Mr. Arthur",male,31.351106304490415,1,1,95244,13.13,E136,S
799,1,3,"Futrelle, Mr. Michael",male,20.420118656726988,0,2,209472,0.0,,S
800,1,1,"Hewlett, Countess. Anna",female,27.289788471702817,0,0,SOTON/OQ 377826,68.07,B95,C
801,1,3,"Nasser, Mr. Henry",male,51.940896644966536,1,1,102551,28.07,,C
802,0,2,"Sutehall, Major. Daniel",male,31.69874532077136,0,0,SOTON/OQ 362938,36.59,,S
803,0,1,"Futrelle, Mr. Arthur",male,19.510443769266736,1,0,57866,82.06,,Q
804,0,2,"Moran, Mr. John",male,12.231947398992364,0,6,254564,19.87,,Q
805,0,1,"Braund, Sir. Andrew",male,37.02836196474946,1,3,16401,196.79,,C
806,1,1,"Heikkinen, Mrs. Mary",female,32.53975608165494,3,1,166486,115.25,,S
807,1,1,"Carlsson, Mr. David",male,39.77780007877924,5,6,247200,64.33,,S
808,1,3,"Davis, Miss. Annie",female,8.497741274497287,1,3,207329,0.0,,S
809,0,3,"Green, Lady. Julia",female,12.70222343307325,1,1,291006,17.33,C108,S
810,0,3,"Hill, Countess. Emily",female,46.32974838915254,0,3,PC 368510,22.12,,S
811,1,2,"Hewlett, Mr. Owen",male,34.50445387830044,0,4,184258,12.79,,S
812,1,2,"Wilson, Mr. Alexander",male,37.434312342944644,0,0,213854,24.79,,S
813,0,3,"Taylor, Mr. Samuel",male,15.741038034434677,0,0,335716,9.0,,Q
814,1,2,"Nasser, Miss. Bertha",female,15.47568562423068,0,2,351002,18.61,,S
815,1,1,"Walker, Mr. Robert",male,44.073250543785285,5,0,205580,0.0,,S
816,0,3,"Beesley, Dr. Benjamin",male,44.75647599409466,1,4,364581,10.56,,C
817,0,1,"Brown, Mr. Frank",male,13.91936743807872,2,3,61148,142.16,,S
818,0,3,"Moran, Col. Frederick",male,11.149127810133745,2,0,35457,6.05,,S
819,0,3,"McCarthy, Mr. Frederick",male,,0,0,129027,13.58,E119,Q
820,0,1,"Scott, Mr. Alexander",male,18.109447426047907,0,0,258231,38.64,,C
821,1,1,"Cumings, Miss. Ida",female,17.80743525383263,0,0,SOTON/OQ 94135,105.63,,S
822,0,3,"King, Sir. Harold",male,11.555015426802807,1,4,245453,10.62,,C
823,0,2,"Garcia, Mr. James",male,22.90770919993468,4,0,203268,8.79,,S
824,0,1,"Moran, Mr. Alfred",male,12.956926231823441,1,2,39409,163.95,,C
825,0,3,"Robinson, Col. Thomas",male,13.816686906366067,2,6,PC 150457,23.22,,C
826,1,1,"Nasser, Mr. Benjamin",male,34.026681775211415,4,2,324860,47.71,C93,S
827,0,3,"Jones, Mrs. Ellen",female,28.89962560283304,0,2,77675,18.48,,S
828,0,3,"Scott, Mr. Benjamin",male,36.73074088221591,0,5,23419,18.91,B45,S
829,1,1,"Moubarek, Miss. Bertha",female,5.789015187435059,2,1,226825,122.54,,S
830,0,1,"Bonnell, Mr. Frederick",male,,0,3,321032,0.0,,C
831,0,1,"Moubarek, Mr. Daniel",male,,0,0,355620,144.4,D88,S
832,0,2,"Clark, Miss. Edith",female,24.30204897785881,4,0,338747,13.59,,C
833,0,1,"Garcia, Col. William",male,,0,5,80360,62.53,,C
834,0,3,"Harris, Mr. James",male,41.53209930722914,0,2,124662,42.02,,Q
835,0,1,"Palsson, Mr. Harold",male,,1,3,274118,102.11,,C
836,0,3,"O'Brien, Mr. Michael",male,,5,0,257620,8.75,,S
837,1,3,"Anderson, Mrs. Annie",female,,0,2,STON/O 360792,0.0,,S
838,0,3,"Heikkinen, Mr. Alexander",male,39.83569749018858,4,1,STON/O 299634,28.29,,S
839,0,3,"Allen, Countess. Charlotte",female,38.913967410558186,8,0,56612,0.0,,S
840,1,2,"Graham, Lady. Emma",female,13.497436484055754,0,4,40710,7.96,,S
841,0,3,"Cumings, Mr. Harold",male,4.94292500311219,0,0,114096,9.36,,S
842,1,3,"Jones, Miss. Emma",female,7.173038620485297,2,3,370556,28.58,,S
843,0,2,"Smith, Mr. Andrew",male,25.782680110451377,0,1,394137,31.05,F102,Q
844,1,1,"Rice, Mrs. Grace",female,,1,0,303621,74.53,,C
845,0,3,"Kelly, Sir. John",male,13.686036476082023,1,6,PC 95154,16.39,,S
846,0,2,"Rice, Lady. Lillian",female,,8,5,73833,13.19,B5,S
847,0,1,"McCarthy, Mr. Andrew",male,,2,0,SC/Paris 397419,92.38,,S
848,1,2,"Scott, Mr. Henry",male,22.555049437685856,3,1,345953,21.95,,S
849,0,2,"Williams, Mr. David",male,17.576448559745792,1,0,294128,33.59,,C
850,0,3,"Allen, Miss. Charlotte",female,,4,0,258481,23.64,B83,S
851,0,3,"Davis, Mr. Leonard",male,33.02505486230238,8,3,375345,18.43,,S
852,1,3,"Davis, Mr. Leonard",male,54.533681836159246,2,0,254765,9.01,,S
853,0,1,"Harris, Mrs. Emily",female,28.79136440877783,8,2,CA 92679,128.51,,S
854,1,2,"Hill, Ms. Alice",female,2.8658411954246397,3,6,W./C. 291507,19.8,,S
855,0,3,"Green, Miss. Caroline",female,41.01497076843847,0,1,34351,1.1,,S
856,0,1,"McCarthy, Miss. Clara",female,6.140429143506655,1,2,88948,59.8,,S
857,0,2,"Thomas, Mrs. Ellen",female,12.169001243656812,0,1,319379,22.1,,C
858,0,3,"Palsson, Miss. Marie",female,26.24409650145322,2,5,262677,23.01,,C
859,0,1,"Harris, Mr. Frank",male,31.48122985883287,0,1,126074,72.99,,S
860,0,3,"Johnson, Mr. Robert",male,15.074371983080987,2,6,157810,0.0,,C
861,1,1,"Miller, Miss. Agnes",female,25.67891717979328,1,0,SC/Paris 20731,87.4,,S
862,0,1,"Harris, Mr. David",male,40.06985481102993,2,0,186169,90.81,,Q
863,0,1,"Moubarek, Rev. Owen",male,42.05659382971626,2,0,SOTON/OQ 266033,95.15,,S
864,0,3,"Wilson, Mr. Owen",male,47.84611811630684,5,0,207749,23.12,,S
865,0,3,"Lewis, Dr. Annie",female,57.38657045825566,3,5,88154,24.21,,S
866,0,3,"Beesley, Rev. Ernest",male,41.44339516408619,0,3,220894,6.46,,S
867,0,3,"Moran, Mr. John",male,26.557320541138512,0,5,52644,6.22,,S
868,0,1,"Clark, Mr. Henry",male,42.1600499712831,0,0,319041,21.59,E110,S
869,1,3,"Andersson, Mr. George",male,36.46738539307514,0,1,365688,20.69,,S
870,1,2,"Scott, Mr. Patrick",male,37.04232117413069,0,0,104602,39.83,D79,S
871,0,3,"Braund, Rev. Walter",male,,0,1,A/5 125746,9.53,,Q
872,0,1,"Lewis, Mr. Robert",male,16.475215518768355,2,3,41088,69.51,,C
873,1,3,"Young, Mrs. Alice",female,14.792602086582013,0,3,232110,29.13,,C
874,0,1,"Nasser, Mr. Samuel",male,28.291786084410433,0,0,PC 301821,114.33,F125,C
875,0,2,"Bonnell, Miss. Ida",female,31.859196099772394,3,2,326145,26.67,,Q
876,0,3,"Allen, Mrs. Julia",female,,0,5,CA 304075,0.0,,S
877,1,3,"Hewlett, Mr. Thomas",male,35.838458254824346,3,0,73204,20.47,,S
878,1,2,"Hall, Countess. Bertha",female,,0,6,10921,8.92,,C
879,0,2,"Williams, Mr. Andrew",male,,1,1,256564,6.26,,C
880,0,2,"Williams, Mrs. Alice",female,38.14254492467453,8,0,124852,16.49,,S
881,0,3,"King, Mr. Samuel",male,28.74336799708325,0,4,19847,6.56,,S
882,1,3,"Bonnell, Miss. Elizabeth",female,,2,0,388527,10.56,C141,S
883,0,3,"Bonnell, Mr. Peter",male,,0,1,53335,0.0,,Q
884,0,3,"Lewis, Rev. Joseph",male,27.58213166681608,1,0,W./C. 282695,23.55,B61,S
885,1,2,"Davis, Mr. Patrick",male,31.577756539617436,2,6,318817,35.66,,Q
886,0,3,"Taylor, Dr. Rose",female,25.32630868873872,0,1,C.A. 93264,0.0,F13,Q
887,1,2,"Dooley, Mrs. Mabel",female,,1,1,A/5 214321,33.72,,S
888,0,2,"Thomas, Mr. John",male,26.308232055655427,0,0,142154,10.46,F87,S
889,0,3,"Davis, Mr. Alexander",male,,0,1,8086,22.43,,S
890,0,1,"Sandstrom, Sir. Frederick",male,39.17130010341449,0,1,365069,79.89,,S
891,1,3,"Hall, Ms. Helen",female,2.6495960343672245,1,6,STON/O 278392,13.32,,S
